Sample ID,Group,Island,Ocean,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Rb,Sr,Zr,Nb,Ba,La,Ce,Nd,Sm,Yb,Lu,Hf,Pb,Th,U
14794,Hawaii,Hawaii,Pacific,19.74,-155.05,43.9677711,2.845422849,10.29364639,13.38100939,0.147514545,18.15681983,8.267510886,1.917736521,0.587558624,0.34274253,9.636367931,418.9464878,203.153764,20.22819591,170.4964955,15.91691615,40.79526049,26.9436293,6.794317374,1.700605289,0.235494945,4.939301527,1.112596316,1.354508722,0.419370305
15823,Hawaii,Oahu,Pacific,21.3742,-157.7914,44.64532372,1.851393919,9.854496599,12.49010431,0.174004772,16.94998762,9.784442176,2.816356185,0.885059038,0.425830292,26.9801461,567.1364935,112.4412837,30.4488159,383.572579,23.4643968,47.35478728,23.75047786,5.123707249,1.172558368,0.164478149,2.786390583,2.336370844,2.513190626,0.767999718
15824,Hawaii,Oahu,Pacific,21.3539,-157.7611,43.05959016,2.27787189,9.295316956,13.09120185,0.17252984,17.76401294,10.14953669,2.825282549,0.721813621,0.497597006,21.67247748,673.968461,129.8469362,36.51643626,456.0372849,28.63932276,58.43946205,29.99466531,6.413094246,1.044249604,0.138498197,3.265884847,2.553278304,3.058925703,0.875909685
15825,Hawaii,Oahu,Pacific,21.4308,-157.8075,42.46777613,2.343139524,8.884501877,13.18773614,0.186167313,17.89659982,10.78980202,2.648040188,0.930469427,0.520808826,26.48886557,666.5443522,136.5662434,39.130273,442.5039458,29.7813965,59.78669437,30.27637349,6.480908118,1.124791096,0.154005679,3.449307492,2.940526266,3.349494911,1.010145311
19639,Hawaii,Oahu,Pacific,21.22,-157.8,45.17090545,1.897030794,10.36348947,12.0800053,0.171907175,16.39059358,10.60287538,2.206344969,0.71348096,0.311635362,17.06006057,424.8961399,91.36823157,24.9490183,277.3970261,17.39475166,34.28692865,18.59553865,4.631568715,1.180516891,0.177318234,2.468032989,1.082622012,1.444288136,0.383467378
19640,Hawaii,Oahu,Pacific,21.22,-157.8,44.95046172,1.847978624,10.129133,12.37614725,0.161462316,16.79443988,10.51499102,2.176242349,0.647394477,0.311708452,15.66219144,415.528641,87.10433607,24.65609867,273.9409788,17.84456029,35.040346,19.16085114,4.715376591,1.151333669,0.174203756,2.420622949,1.108565026,1.485728906,0.415312225
19641,Hawaii,Oahu,Pacific,21.22,-157.8,45.30461596,1.957466337,10.69289805,11.74854983,0.17372784,15.94106454,10.76384904,2.229071961,0.754825137,0.335477839,18.55342511,454.8004948,96.82397585,26.98129584,299.9016186,18.80861467,36.7783883,19.87274387,4.875474772,1.24710922,0.180832696,2.564093341,1.149791849,1.579054555,0.417696804
19642,Hawaii,Oahu,Pacific,21.22,-157.8,45.54660482,1.683959249,10.60927506,11.74818911,0.172011842,15.93930703,10.86006098,2.34537499,0.623128545,0.368957691,14.5800885,500.4476267,87.07327186,25.75938188,304.484621,21.97559758,42.10393862,22.04858225,5.237800148,1.262524463,0.185424303,2.289015732,1.465035277,1.889034877,0.504769614
19643,Hawaii,Oahu,Pacific,21.22,-157.8,45.53618501,1.706635689,10.98921486,11.6518194,0.175029364,15.8155221,10.70732918,2.348791953,0.594246529,0.37352639,13.82560821,500.1997742,89.14203049,25.85886238,289.8821296,21.68339558,41.65507615,21.91785686,5.239407573,1.290824222,0.190808873,2.336227389,1.438882188,1.845676275,0.488762008
19649,Hawaii,Oahu,Pacific,21.55,-157.67,41.94511503,2.542384441,8.906511758,12.87946647,0.159757781,17.47962556,11.27706056,2.88238253,1.055913008,0.696120428,23.63411455,740.9937477,178.6450788,56.22338345,577.2128184,40.39143669,78.05917315,40.68935985,9.188882667,1.033257441,0.146684005,4.189317393,2.266723432,3.371520967,0.578789323
19650,Hawaii,Oahu,Pacific,21.55,-157.67,41.83949003,2.463701347,8.637284323,13.12622334,0.166827393,17.81444315,11.09561139,2.997802996,1.005271073,0.672758334,23.00201151,804.6346013,178.6375235,54.77532539,569.2975691,39.43658048,76.16424207,39.42108979,8.845532687,1.029325722,0.144997094,4.089454354,2.368416367,3.263593727,0.755994665
19651,Hawaii,Oahu,Pacific,21.55,-157.67,42.10487759,2.498508557,8.735286083,12.92674077,0.174615692,17.54060544,11.15976462,2.902739297,1.092502543,0.681845559,25.48852131,831.7671391,178.4891746,55.73663472,557.4656399,39.50992691,76.36022363,39.5818314,8.883168616,1.024508404,0.145451639,4.12710853,2.462695587,3.291139957,0.805245876
19652,Hawaii,Oahu,Pacific,21.55,-157.67,41.9511124,2.475264383,8.714562777,12.93688256,0.165072451,17.55840016,11.20091875,2.972647538,1.160643556,0.675145598,25.76060916,846.4989793,179.0522722,50.61960328,615.1182378,39.61287247,76.61457007,39.79084892,8.96391939,1.031759353,0.151069912,4.109351778,2.118380551,3.288809163,0.767017437
19653,Hawaii,Oahu,Pacific,21.55,-157.67,42.04664447,2.542753539,8.950389048,12.7049409,0.167895918,17.24544278,11.29016388,2.908354906,1.248196455,0.706526295,32.18745464,781.3031521,189.4922868,58.17548544,641.8103896,41.32867083,80.12421818,41.27965434,9.230951016,1.068602649,0.155236685,4.321599248,2.242131155,3.429279825,0.768933135
19654,Hawaii,Oahu,Pacific,21.55,-157.67,41.66224772,2.507217909,8.702750389,13.13452236,0.166733023,17.82262547,11.34290298,2.79782954,0.992137936,0.699880249,22.46018767,743.4217804,169.158127,50.77472489,549.6935333,39.53715609,76.520518,39.68801572,8.983914981,1.020530105,0.14376856,4.074796167,2.229377531,3.314009194,0.503897457
25860,Hawaii,Oahu,Pacific,21.56,-158.6668,44.9882487,2.099726627,9.434809294,12.31944182,0.17684861,16.72206143,10.6832973,1.979604874,1.119350131,0.357239404,22.84773834,513.626824,125.7493087,35.94381082,387.7199349,23.17268733,45.50937779,23.91037107,5.439995166,1.342005978,0.181410884,3.157758852,1.714951963,2.696212303,0.705680397
19458,Hawaii,Niihau,Pacific,22.045,-160.2233,42.84792879,1.992236241,10.91709725,12.52690574,0.169742101,17.00462938,10.74735515,2.367455623,0.91124707,0.410954561,18.75272066,525.7799531,98.19148858,25.34337176,282.9480346,19.88659885,40.03208818,21.38630189,4.837939573,1.162661777,0.179049285,2.517297779,1.499732112,1.526306851,0.437362493
23592,Hawaii,Niihau,Pacific,22.0,-160.0,44.25360882,2.191301901,11.47824806,11.68580246,0.144481444,15.8600662,9.27089266,3.07424406,1.252172515,0.602006017,28.7807749,887.5780212,184.5395954,43.00679479,551.9366543,41.29501371,78.07729582,37.25397372,7.580614779,1.45941938,0.216932037,3.954497408,2.356922775,2.891455157,0.830693221
23594,Hawaii,Niihau,Pacific,22.0,-160.0,44.08758142,2.159476561,11.24336166,11.97920703,0.140835428,16.25963348,8.974346431,3.106203603,1.267518851,0.594638473,28.92796483,895.8142422,182.1004791,42.97965583,550.0804837,40.39561669,76.37532652,36.50702387,7.40724052,1.431897366,0.218382563,3.835818803,2.224216398,2.851096809,0.821238632
26579,Hawaii,Niihau,Pacific,21.996252,-160.372478,44.05467301,2.175418963,11.24364893,11.93915993,0.143434217,16.20024761,9.147915639,3.05992997,1.259033685,0.589674005,28.88660297,887.1778069,184.8219304,43.22060934,550.4434115,40.80317002,77.28164754,37.02151305,7.486528593,1.445043921,0.221563522,3.940328849,2.225978692,2.846555665,0.817793862
26580,Hawaii,Niihau,Pacific,21.965306,-160.384499,42.38334421,2.202968061,11.08568869,12.74117789,0.163368044,17.29313462,8.826875431,3.142334313,1.333616685,0.634301436,32.38812576,1001.611929,143.6730426,43.19570541,564.710385,33.44478589,63.66161706,31.9178744,6.646430958,1.28393353,0.199133691,3.112967722,2.361733648,2.930861024,0.767802182
26581,Hawaii,Niihau,Pacific,21.965303,-160.384533,42.17818327,2.261657688,11.21440831,12.54084399,0.170691146,17.01356042,9.191718225,3.251666336,1.339925498,0.648626356,30.93498137,975.8510953,143.1551035,42.57634849,547.1468064,33.80259587,63.70922684,32.32077958,6.801532097,1.333577223,0.204152704,3.117268443,2.53294018,3.023689163,0.677576757
26582,Hawaii,Niihau,Pacific,21.965661,-160.383947,42.9019837,2.277773357,11.60788345,11.90473328,0.175213335,16.15051175,9.540366098,3.2414467,1.305339347,0.692092674,32.67659832,1066.493893,146.4123023,44.82698972,583.8598636,34.59825315,66.46789072,33.46380004,6.999664736,1.363407851,0.19998353,3.153534973,2.339287869,2.936610381,0.770967872
26583,Hawaii,Niihau,Pacific,22.0,-160.0,42.62649149,2.243967603,11.325024,12.42035199,0.166544471,16.84980686,9.659579293,2.778663009,1.174576792,0.587288396,25.95896626,869.5408968,119.7545392,35.60709612,493.7229264,29.51907474,58.00566722,29.20700005,6.230351016,1.252575765,0.191602414,2.794307118,2.117539773,2.542357198,0.616065574
26584,Hawaii,Niihau,Pacific,21.943938,-160.348703,43.20884754,2.395306142,11.68728619,11.21949612,0.189816713,15.22052256,10.37664698,3.19976745,1.473339249,0.82253909,35.94271151,993.0743407,157.9866556,46.90117741,653.5682973,41.93110164,77.81408905,37.14698298,7.637214068,1.510200133,0.226277803,3.575043924,2.645273692,3.511563491,0.84855212
26585,Hawaii,Niihau,Pacific,21.9444,-160.348817,42.58091014,2.279732751,11.30108764,11.91918321,0.186281664,16.16998813,10.06808044,3.069212186,1.419288872,0.79834999,35.82359315,1015.190954,156.1124045,46.75644055,649.9721952,41.59976538,77.22908129,36.62611179,7.514185079,1.467160689,0.221198466,3.4839023,2.575564294,3.421820197,0.855454433
26586,Hawaii,Niihau,Pacific,21.9451,-160.34988,42.83165009,2.367299221,11.47645059,11.60705187,0.189023892,15.74789587,10.25229586,3.051385687,1.467185449,0.801101257,37.01676784,1007.324912,160.8832297,47.83786499,657.7837781,41.69221326,77.60211585,37.00939621,7.61479721,1.459603131,0.215119883,3.56627959,2.297175015,3.458714175,0.840100577
15155,Hawaii,Maui,Pacific,20.71,-156.2108,43.46065157,2.499964332,8.963670937,13.29022338,0.159849254,18.03057922,9.954726513,2.301998157,0.862389167,0.349780221,22.81781084,547.2615935,162.4560516,36.43478464,376.8340025,22.63577066,50.03793077,27.38795322,5.92544367,1.233737812,0.174112402,4.061733836,1.544488761,2.214230265,0.652810051
15157,Hawaii,Maui,Pacific,20.7136,-156.1761,43.44921438,2.358254656,9.14797587,13.2759733,0.159254404,18.0122352,10.79612186,1.817265481,0.623175015,0.262016768,16.43823773,419.3878712,134.7456485,26.37586402,296.3210289,17.22948073,38.82586037,22.362192,5.135374586,1.269870078,0.185027519,3.609175066,1.036314483,1.726587135,0.482234171
15158,Hawaii,Maui,Pacific,20.7244,-156.1548,44.17791168,2.401197811,9.253070767,12.8927113,0.158958947,17.49734404,10.82137265,1.869217469,0.57443115,0.259194543,15.76129135,416.7741946,132.8080273,25.9768048,265.6328616,16.33308148,37.43406987,21.86473354,5.076394572,1.240765741,0.174595643,3.605561003,1.043345193,1.67770927,0.492941715
15161,Hawaii,Maui,Pacific,20.7294,-156.1681,44.50012882,2.385826685,9.130054521,12.81227527,0.155554594,17.38944758,10.66799229,1.968052301,0.628608584,0.263610051,17.60974321,428.015802,135.9999994,27.12313444,282.9427658,17.1094524,39.16853644,22.76419227,5.262763437,1.273472313,0.185484193,3.695730589,1.073988379,1.752936465,0.515065833
15162,Hawaii,Maui,Pacific,20.7224,-156.2014,43.90664927,2.451696585,9.484595633,12.85345834,0.157999013,17.4383021,10.76468177,1.929770929,0.648366884,0.264924103,18.4007385,426.7340024,133.5310631,27.57180585,296.7522717,17.25597687,39.31066795,22.40370668,5.202220219,1.304987218,0.190036425,3.581581752,1.035236352,1.769900403,0.509520065
18408,Hawaii,Maui,Pacific,20.91,-156.59,44.93279013,1.877942541,10.43661782,11.88842427,0.17698531,16.13735501,9.501923383,3.393614976,1.114869178,0.386542233,32.0034652,647.634709,163.4765384,41.14821227,511.041861,31.88592989,57.02076761,25.97644822,6.047736332,1.407516087,0.200173482,3.981241599,2.24498188,4.274015776,1.007909401
18688,Hawaii,Maui,Pacific,20.6339,-156.4519,44.50952124,2.143258657,9.476596285,13.08062622,0.159000284,17.74536573,10.26053797,1.612735611,0.666132988,0.25469846,16.18823323,382.0256504,113.7255101,23.31421661,285.856825,19.05222813,39.44231495,21.61030198,5.174740187,1.233542819,0.168992767,3.093378975,2.009299836,1.86159645,0.508631558
18689,Hawaii,Maui,Pacific,20.6089,-156.4283,44.02453233,2.316475097,9.590629451,12.95793199,0.161510545,17.58916258,10.35574394,1.951606235,0.700204322,0.256622807,17.23027743,406.4199426,117.3002126,24.57489979,296.7492311,18.9474514,39.62698646,21.49922613,5.212468516,1.302234583,0.179567522,3.168285175,1.25687068,1.844363208,0.495001904
18690,Hawaii,Maui,Pacific,20.5821,-156.2981,45.06577469,2.123563016,10.26558804,12.31059219,0.163771521,16.70522998,9.570250824,2.467212013,0.8785471,0.333288661,21.59803147,489.7405285,142.9694682,31.02995632,362.3767421,23.83071401,48.89224983,25.58215011,5.80830105,1.45857486,0.204395442,3.570657025,1.774557378,2.363370448,0.619986369
18691,Hawaii,Maui,Pacific,20.8989,-156.6851,44.81116164,1.807177236,10.245009,12.67194295,0.173775078,17.20160784,10.1742965,2.110969599,0.521918258,0.208359032,10.97440905,336.6431612,93.95033625,18.07250277,204.6386657,14.37047704,30.68151118,17.48144417,4.291157464,1.152710036,0.159852904,2.618502775,1.017108685,1.379951848,0.396828393
18692,Hawaii,Maui,Pacific,20.8989,-156.6851,44.95295309,1.823743711,10.20542395,12.59391319,0.174714534,17.08806252,10.26673273,2.075793632,0.529062852,0.209126711,11.01090776,352.3680382,94.0797281,18.07597745,255.0320928,14.64452363,30.93257332,17.56046468,4.372751999,1.151246468,0.156824046,2.588612435,1.025733413,1.378260694,0.353081405
18696,Hawaii,Maui,Pacific,20.7102,-156.2324,43.64019458,2.267925418,9.352643486,13.3691776,0.164203464,18.14207142,10.03845141,1.950761542,0.673074514,0.29507456,15.59880241,469.0143229,124.2216576,26.97812429,323.3452414,21.4267278,45.08128914,24.2570607,5.724114371,1.256041528,0.176162387,3.263530712,1.258669711,2.054074372,0.564206979
18697,Hawaii,Maui,Pacific,20.7086,-156.2312,43.626938,2.27674911,9.362267487,13.27446515,0.165515237,18.01474472,10.25780682,1.964960878,0.66319065,0.287759084,15.60702156,465.1410583,124.8278383,26.49312534,319.9135579,21.18116199,44.40262393,24.28345058,5.693759379,1.274028741,0.175236315,3.266557327,1.148382255,2.055371682,0.565463357
18699,Hawaii,Maui,Pacific,20.7072,-156.2188,44.28721479,2.161095856,9.728189266,12.96918181,0.16376767,17.59632229,9.736817919,2.155615223,0.77229144,0.318792254,19.55152332,468.0226821,135.1335566,29.07843258,345.9271284,22.81816248,46.74402997,24.66915358,5.635061581,1.425589483,0.197212739,3.463542543,1.556694439,2.276228749,0.615817822
18701,Hawaii,Maui,Pacific,20.7202,-156.202,45.37307946,2.16764574,10.63791589,12.08328165,0.173776835,16.39683767,9.129077413,2.547775357,0.956701191,0.400287469,23.76231524,585.2607215,160.7941502,34.52128075,402.5409468,27.13865696,56.16766972,28.97151907,6.646777634,1.468001016,0.200949262,3.885410982,1.521001508,2.601275258,0.73246912
18879,Hawaii,Maui,Pacific,20.72,-156.17,43.5541442,2.358626215,8.402987202,13.31768138,0.155037024,18.06763542,10.68645481,2.16403076,0.851620429,0.310810375,22.99992991,553.5959244,150.8590413,36.80604105,419.6179286,26.91982211,50.8565831,31.50008264,6.904033171,1.489577792,0.22213656,3.365684415,1.585285824,2.349159289,0.650681653
23345,Hawaii,Maui,Pacific,20.72,-156.17,43.44235653,2.335435195,8.162832563,13.51965993,0.148266858,18.34574109,10.71081824,2.115343153,0.798641306,0.307169733,19.68533139,493.036116,147.2860611,32.58715432,331.1704522,23.99853117,48.25156505,26.47459951,5.889970778,1.098734103,0.159382506,3.610827202,1.436142843,2.058905242,0.610138892
18787,Hawaii,Kauai,Pacific,21.95350383,-159.3599407,46.96416312,1.694449301,10.51288881,11.76568489,0.140069386,15.96599136,9.77930521,2.263098174,0.560681329,0.272330931,15.16667503,355.7769883,79.82950057,24.4511105,257.5657627,18.43347874,30.80818295,19.42661947,4.926992957,1.562975927,0.234066319,2.172733071,1.087925628,1.554962927,0.376928932
23749,Hawaii,Kauai,Pacific,22.05399218,-159.6472303,44.21731736,2.27899695,10.17688315,12.61288114,0.165339948,17.11217959,10.20795138,2.128254012,0.610740697,0.374587627,13.4295701,566.8851581,119.5285132,30.23628039,313.6939922,22.61120018,44.20945349,24.25008606,5.800656371,1.256850639,0.182203138,3.010469556,1.525204932,1.641368448,0.42041798
26335,Hawaii,Kauai,Pacific,22.15867123,-159.5731476,45.36968737,2.809663691,9.833717123,12.4071057,0.162639916,16.83962852,9.339256059,1.711234693,0.926483092,0.460504258,20.04500744,534.5636059,212.8023619,35.35384986,441.4939724,36.69396333,59.26105764,39.54094868,9.213698094,1.93607385,0.279392896,5.070044392,1.801313238,2.155573039,0.584924306
26390,Hawaii,Kauai,Pacific,21.93466878,-159.6432179,44.46910228,1.997558305,10.5049022,12.06876226,0.150468475,16.37556473,10.8109702,2.269226177,0.892677714,0.340427942,20.4856169,507.0075433,131.5665243,40.44316718,391.5443194,25.67797862,47.97271228,23.91812525,5.522992418,1.270523278,0.191773601,3.264530823,1.564836817,2.432600802,0.533930054
26392,Hawaii,Kauai,Pacific,21.95339989,-159.6624059,44.53772873,1.919976916,10.36895648,12.6872438,0.166674859,17.21628687,9.431883666,2.368176169,0.857501987,0.327088387,21.170734,518.6213257,115.3258985,37.71461127,388.6789991,23.46298183,43.94209461,22.04957827,5.273287263,1.210429192,0.175616177,2.882067895,1.523753532,2.2890157,0.500966775
26393,Hawaii,Kauai,Pacific,21.95339989,-159.6624059,44.88939857,1.866145654,10.08489675,12.60358038,0.151799531,17.10624542,9.825658309,2.241578191,0.818863048,0.298464102,19.94528995,494.3884985,111.3309798,38.11231656,367.9523955,23.31847325,43.18968475,21.8764955,5.221970243,1.216268684,0.177440712,2.798981406,1.424804073,2.23931338,0.507526108
26394,Hawaii,Kauai,Pacific,21.87196522,-159.4454562,44.8284598,1.747675025,10.83634697,11.24309403,0.158412678,15.25365413,12.00796862,2.532178301,0.886932649,0.369555271,22.49378082,598.6784671,113.0376115,44.58444897,456.0562864,28.87988883,52.51125587,25.45157922,5.891316165,1.414028693,0.207058074,2.814409619,1.639004048,2.878887882,0.687324326
26395,Hawaii,Kauai,Pacific,21.87432908,-159.4572197,44.00284139,1.903826775,10.9637371,12.05797484,0.16709277,16.36954461,10.44217832,2.739879912,0.890148133,0.347157772,21.82189688,500.2969462,106.3737147,40.63406026,382.8267919,23.93366309,44.5650327,22.22741498,5.131594089,1.208029802,0.177826237,2.647233636,1.439748178,2.365410764,0.534383273
26396,Hawaii,Kauai,Pacific,21.88659324,-159.5011037,45.82233452,1.534184258,11.1297511,11.71217825,0.160170513,15.89058221,10.5575264,2.231217383,0.569697117,0.298412775,11.75941905,432.8031661,86.01609886,28.11407117,296.0855341,19.72819791,34.74197591,18.77665517,4.604718865,1.343128099,0.206136679,2.109018002,1.115858084,1.64401554,0.406567087
26404,Hawaii,Kauai,Pacific,21.88081682,-159.4739526,44.69413938,1.88675914,10.6216008,11.91573929,0.157835191,16.16775041,10.90618358,2.372553293,0.808918476,0.351348429,19.75609945,530.2144118,100.5045946,33.3948428,386.0000912,23.11959433,43.04776403,22.035754,5.317141366,1.310820213,0.189922339,2.536246706,1.584979047,2.143727434,0.564096547
26405,Hawaii,Kauai,Pacific,21.88233833,-159.4802463,43.97214593,1.879502019,11.10210923,11.74509278,0.174640911,15.93959068,11.15776783,2.605014437,0.867268121,0.428868851,21.70429164,565.1146067,108.6686472,39.2831959,425.5195628,27.68130253,51.46478383,25.65559668,5.965228848,1.290906028,0.189920195,2.687998367,1.52043927,2.651299714,0.594407752
26408,Hawaii,Kauai,Pacific,21.8777497,-159.465813,44.57750943,1.887929942,10.66991948,11.97797792,0.160997366,16.25358078,10.74443673,2.435323528,0.825367453,0.353728908,21.02235563,503.3705453,103.4899164,33.62308129,370.384103,22.47769641,42.52149751,21.94497906,5.275942541,1.329594533,0.195052184,2.659667097,1.282745599,2.159343795,0.548105839
26425,Hawaii,Kauai,Pacific,22.02872411,-159.3824671,42.49052719,2.483951215,9.580713901,12.75774113,0.162476856,17.30946859,11.18157141,2.390541402,1.088346307,0.416632571,29.72197782,528.8087418,140.9294313,46.42830242,511.9597904,28.27103012,52.31026748,26.04807557,5.867639772,1.133911031,0.169476353,3.512581866,1.631219376,2.81307577,0.688702726
26431,Hawaii,Kauai,Pacific,21.96916144,-159.6570949,44.66054136,2.028851741,10.50308159,12.00414992,0.172823448,16.28507033,10.84047444,2.265073796,0.734767608,0.388994616,18.77238391,506.0984956,117.160849,41.73402993,369.3407228,24.76832164,46.53373452,22.99060804,5.363647173,1.299069557,0.189507026,2.891886261,1.542403855,2.417351866,0.60852859
26432,Hawaii,Kauai,Pacific,21.96916144,-159.6570949,45.87287877,1.837104891,10.73778161,11.84764757,0.165794087,16.08434927,10.39487199,2.053011827,0.605570556,0.30717347,12.80662211,426.2118331,96.61382487,31.09356018,286.9425417,18.6833753,35.55382707,18.38482954,4.457960605,1.31827798,0.192286251,2.529798501,1.240167626,1.795643789,0.335054578
26459,Hawaii,Kauai,Pacific,22.13008915,-159.2949791,45.72008433,1.742333855,10.79734221,11.63300691,0.179147097,15.78972816,10.87783378,2.198616868,0.631480592,0.321313257,13.49234958,469.4928257,105.6368259,31.93668183,350.2870713,27.32744363,51.30580015,26.56906288,6.109839816,1.872809422,0.285157192,2.670459111,1.496734325,2.188372739,0.458005292
26460,Hawaii,Kauai,Pacific,22.15844693,-159.3058491,46.65281848,1.823176134,10.44818881,11.72665386,0.158257452,15.9156774,9.699351649,2.466666999,0.672246758,0.32383675,15.97285196,459.7431498,94.62690698,29.9401841,436.1748176,21.96200367,39.51189115,20.65934197,4.97969208,1.401466174,0.202882269,2.449650945,1.356357714,1.928193995,0.347678648
26461,Hawaii,Kauai,Pacific,22.17418906,-159.3135395,45.05221275,1.772438861,10.40069899,12.77040523,0.198375744,17.32460978,9.938928214,1.587634832,0.587440945,0.272133452,12.63765281,391.8197973,89.79660262,27.90557786,346.520361,18.67836442,34.4886782,18.10503369,4.254338322,1.298680697,0.186980332,2.35935375,1.072539506,1.754622022,0.333362997
26462,Hawaii,Kauai,Pacific,22.17418906,-159.3135395,44.32929694,2.161802519,10.02339063,12.74450113,0.167059622,17.29738663,10.05162922,2.093495444,0.72328259,0.306398272,16.33490188,451.2025,112.162902,31.84828443,312.7490255,20.57623667,39.0145649,20.71074052,5.044844491,1.256364434,0.182133292,2.886575182,1.305599683,1.818457534,0.476804649
26463,Hawaii,Kauai,Pacific,22.21142503,-159.4762162,44.84677465,1.88999177,10.66776599,12.07453449,0.171371764,16.38886827,10.72276043,2.059776838,0.627035727,0.419559443,14.54159666,601.0647091,105.9981001,36.14153627,421.0542108,33.35567974,58.98068404,28.55576812,6.208834292,1.355106799,0.203549348,2.609469254,1.924188638,2.898588239,0.714219212
26465,Hawaii,Kauai,Pacific,21.758866,-159.547159,44.17986021,2.230465489,9.741756342,12.63800775,0.164217316,17.15668254,9.8969035,2.471354189,1.018497345,0.383024642,20.23066898,514.5450127,144.0134398,37.43156474,356.9059452,27.05860293,50.73161268,25.80690513,5.912460657,1.079367068,0.166913073,3.571692214,1.85369261,2.428478753,0.57036127
26466,Hawaii,Kauai,Pacific,21.763601,-159.545893,43.94014016,2.224262823,9.676267904,12.84361584,0.163542905,17.43170369,9.720644702,2.513596161,0.984821587,0.380106577,21.03879695,524.5872426,143.3553113,38.22484571,365.8683217,27.37720108,51.32432402,25.68498717,5.826538914,1.034143685,0.156608051,3.561027841,1.859672364,2.487711877,0.589837887
18625,Hawaii,Molokai,Pacific,21.18,-157.24,46.09946487,2.21889239,10.16002468,12.40220148,0.168658909,16.8312088,9.378354593,1.845060254,0.537490035,0.284553548,8.765418247,333.8479983,144.1340758,16.83485779,148.8391248,18.53201298,31.54305882,25.35654976,5.727637054,1.44292645,0.198648425,3.437859738,0.858023276,1.054441279,0.331793894
24957,Hawaii,Molokai,Pacific,21.18,-157.24,44.56433059,1.975996422,9.853017284,12.81482947,0.159990989,17.39021136,10.2534871,2.035110241,0.580360991,0.274495063,12.03247752,415.4095255,109.0645934,23.91380009,333.7608668,17.73147246,37.03599698,20.52014523,4.654398507,1.098816634,0.153465048,2.781381461,1.155763473,1.88107486,0.511057697
29464,Iceland,Iceland,Atlantic,64.839,-23.282,44.01580354,2.318551926,10.77404248,13.97251367,0.144479497,18.955237,7.017575563,1.795673747,0.612317868,0.309598922,12.33762973,317.2533964,114.3678179,27.37041892,274.9545299,19.60039696,42.26351204,22.1191204,4.628446559,1.61708464,0.232387251,2.784406315,0.871532922,1.272668824,0.384522068
30799,Iceland,Iceland,Atlantic,64.91588,-22.9021,46.46276681,2.158867031,13.61268072,10.38855064,0.179268633,14.10493748,9.148421064,2.480081922,0.896938047,0.468583122,19.17385994,343.8192444,157.0663585,40.23302062,297.1753816,27.85717532,57.52509523,28.62259507,5.758590102,2.136396252,0.317591737,3.763857521,1.870970697,2.88855627,0.836573644
30804,Iceland,Iceland,Atlantic,64.90996,-22.90698,45.94993945,2.125742584,12.26791822,11.6513706,0.162443666,15.81059353,8.462855982,2.021542776,0.906283547,0.537678933,18.17667643,328.392881,134.217251,34.7208663,395.5865223,26.05925573,55.41141216,28.42133228,5.633705453,1.885590028,0.284760984,3.252615751,1.2477577,2.341664598,0.674773222
30805,Iceland,Iceland,Atlantic,64.919003,-22.907061,47.32655294,1.986834432,13.19946832,10.69551673,0.173776194,14.51742522,7.584404723,2.606416273,1.197616916,0.595348913,26.51703279,356.0614553,187.5816994,47.94137992,374.8264213,38.06272954,77.44906329,37.35171818,7.170804179,2.533255729,0.376932764,4.42916221,1.411280668,3.689661218,0.9907403
34320,Iceland,Iceland,Atlantic,64.902,-23.923,44.61131162,2.269866025,11.56875051,12.66383924,0.151324402,17.19510837,8.443901612,1.79319416,0.673393587,0.522069186,11.42893267,391.7148447,158.0402611,35.39253435,354.5768854,24.64620045,53.82865636,28.57807733,5.678212694,1.884229039,0.281050058,3.304560007,1.058783796,1.54228125,0.457391483
34321,Iceland,Iceland,Atlantic,64.829,-23.922,45.39227972,2.035655319,11.4226878,12.7503191,0.143862567,17.2996752,7.811737374,2.035655319,0.640188422,0.381235802,13.54279583,330.6932781,140.2868706,27.63128897,264.7662847,17.38845633,37.92556148,20.89527713,4.594483433,1.943485985,0.287331172,3.127916949,1.854084954,1.610046827,0.486590978
34808,Iceland,Iceland,Atlantic,64.819,-23.387,44.95013968,2.567216706,11.19462073,12.48537701,0.163368336,16.9412728,8.48737402,1.999317253,0.731267789,0.381192784,13.13703211,369.2142721,148.1401904,37.69112266,300.8307687,24.48059364,52.64492178,27.78102036,5.625647062,1.93526311,0.285947298,3.346665129,1.235936568,1.703668981,0.475798706
1656,Azores,Sao Miguel,Atlantic,37.8193,-25.7463,46.49768324,2.650039681,10.72983087,10.36097126,0.15751462,14.05819338,12.0573752,2.07241049,0.898239736,0.408290789,14.79781064,442.2515326,172.6405642,39.55008615,295.3323667,25.24532652,60.19401566,28.11968824,5.95012621,1.422880119,0.197278058,4.136108393,1.415678254,2.478287979,0.775539467
1657,Azores,Sao Miguel,Atlantic,37.8984,-25.8223,46.34183821,2.805886342,10.22731217,10.79823771,0.157399845,14.65494939,11.36918656,2.088504049,0.93282294,0.491334221,18.3307656,554.58955,173.7798433,41.45560404,387.0362676,29.52668929,68.78601577,33.80776142,6.833841251,1.520209866,0.207495441,4.273469053,1.500752489,2.86228008,0.775016714
